Code,SKU,Description,Unit
34003328,,Woolbloc Half Bale R2.2     Cover 9.72m2,bale
34003392,,Woolbloc R1.7           Per Square Metre,sqm
34003456,,Woolbloc R2.2           Per Square Metre,sqm
34004486,,Bradford Gold R1.8 Wall Segment 14.8m2,bale
34004504,,Bradford Gold R2.2 Wall Segment 10.8m2,bale
34004508,,Bradford Gold R2.6 Wall Segment 5.4m2,bale
34004512,,Bradford Gold R2.8 Wall Segment 3.4m2,bale
34004520,,Bradford Gold R1.8 Ceiling Segment 12.0m2,bale
34004522,,Bradford Gold R2.2 Ceiling Segment 12.0m2,bale
34004540,,Bradford Gold R2.7 Ceiling Segment 10.0m2,bale
34004558,,Bradford Gold R3.2 Ceiling Segment 8.0m2,bale
34004576,,Bradford Gold R3.6 Ceiling Segment 7.0m2,bale
34004582,,Bradford Gold R4.0 Ceiling Segment 6.0m2,bale
34004590,,Bradford Gold R5.0 Ceiling Segment 4.0m2,bale
34004598,,Bradford Gold R6.0 Ceiling Segment 3.0m2,bale
34004606,,Bradford SoundScreen R2.0 Segment 4.7m2,bale
34004616,,Bradford Gold R0.7 25mm Masonry 36m2/bale,bale
34004624,,Bradford Gold R1.0 40mm Masonry 36m2/bale,bale
34004632,,Bradford Gold R1.3 Masonry Wall Blanket 36m2,bale
34004640,,Bradford Gold R1.8 80mm Blanket 18m2/bale,bale
34004648,,Bradford Gold R2.2 90mm Blanket 18m2/bale,bale
34004656,,Bradford Gold R2.3 100mm Blanket 18m2/bale,bale
34004664,,Bradford Gold R2.6 120mm Blanket 12m2/bale,bale
34004672,,Bradford Gold R2.8 130mm Blanket 12m2/bale,bale
34004680,,Bradford Gold R3.2 145mm Blanket 12m2/bale,bale
34005180,,ThermaGold R2.1 C/Batts 80mm 7.98m2,bale
34005188,,ThermaGold R2.6 C/Batts 115mm 4.99m2,bale
34005196,,ThermaGold R3.1 C/Batts 140mm 4.99m2,bale
34005204,,ThermaGold R3.6 C/Batts 160mm 3.99m2,bale
34005208,,ThermaGold R3.6 C/Batts 140mm 8.0m2,bale
34005216,,ThermaGold R4.0 C/Batts 160mm 6.0m2,bale
34005228,,ThermaGold R1.9 W/Batts 80mm 8.07m2,bale
34005236,,ThermaGold R2.3 W/Batts 95mm 6.72m2,bale
34005256,,ThermaGold R1.2 Blanket Plain 50mm 36.0m2,bale
34005264,,ThermaGold R2.0 Blanket Plain 75mm 24.0m2,bale
34005624,,DEL Greenstuf R1.8 C/Batts 1220x430x100mm 6.8m2,bale
34005632,,DEL Greenstuf R2.2 C/Batts 1220x430x120mm 5.8m2,bale
34005640,,DEL Greenstuf R2.5 C/Batts 1220x430x125mm 5.3m2,bale
34005688,,DEL Greenstuf R1.8 W/Batts 1160x580x95mm 8.8m2,bale
34005696,,DEL Greenstuf R2.2 W/Batts 1160x580x95mm 7.4m2,bale
34005818,,DELGreenstuf R1.5 Blanket Ins 11630x430x90mm 5.0m2,bale
34005826,,DELGreenstuf R1.5 Blanket Ins 11500x580x90mm 6.7m2,bale
34005834,,DELGreenstuf R1.8 Blanket Ins 8720x430x100mm 3.7m2,bale
34005842,,DELGreenstuf R1.8 Blanket Ins 8620x580x100mm 5.0m2,bale
34005850,,DELGreenstuf R2.2 Blanket Ins 8720x430x120mm 3.7m2,bale
34005858,,DELGreenstuf R2.2 Blanket Ins 8620x580x120mm 5.0m2,bale
34005866,,DELGreenstuf R2.5 Blanket Ins 8720x430x125mm 3.7m2,bale
34005874,,DELGreenstuf R2.5 Blanket Ins 8620x580x125mm 5.0m2,bale
34006000,,GreenStuf R2.0 Wall Pads 90mm (10.09m2),bale
34006018,,GreenStuf R2.2 Wall Pads 90mm (8.75m2),bale
34006036,,GreenStuf R2.5 Wall Pads 90mm (5.38m2),bale
34006054,,GreenStuf R2.9 Ceiling Pads 175mm (4.20m2),bale
34006072,,GreenStuf R3.2 Ceiling Pads 180mm (4.20m2),bale
34006090,,GreenStuf R3.4 Ceiling Pads 190mm (3.15m2),bale
34006108,,GreenStuf R1.8 Roll Form 100mm (25m2),bale
34006126,,GreenStuf R2.2 Roll Form 150mm (20m2),bale
34006144,,GreenStuf R2.4 Roll Form 140mm (20m2),bale
34006162,,GreenStuf R2.6 Roll Form 140mm (20m2),bale
34006180,,GreenStuf R2.9 Roll Form 185mm (17m2),bale
34006198,,GreenStuf R3.2 Roll Form 190mm (17m2),bale
34006216,,GreenStuf R3.4 Roll Form 200mm (17m2),bale
34006234,,GreenStuf R0.5 Masonry Blanket  20mm  (30.0m2),roll
34006252,,GreenStuf R1.0 Masonry Blanket  45mm  (30.0m2),roll
34006270,,GreenStuf R1.3 Masonry Blanket  45mm  (8.35m2),lgth
34006288,,GreenStuf R1.5 Underfloor  100mm  (25m2),bale
34006306,,GreenStuf R1.8 Underfloor  100mm  (25m2),bale
34006324,,Quietstuf Sound Solution Pads 90mm  (11.44m2),bale
34006342,,Quietstuf Sound Roll Form 430 90mm  (25m2),bale
34006360,,Quietstuf Sound Roll Form 580 90mm  (25m2),bale
34006878,,Installed GreenStuf R2.0 Wall Pads 90mm m2,sqm
34006896,,Installed GreenStuf R2.2 Wall Pads 90mm m2,sqm
34006914,,Installed GreenStuf R2.5 Wall Pads 90mm m2,sqm
34006932,,Installed GreenStuf R2.9 Ceiling Pads 175mm m2,sqm
34006950,,Installed GreenStuf R3.2 Ceiling Pads 180mm m2,sqm
34006968,,Installed GreenStuf R3.4 Ceiling Pads 190mm m2,sqm
34006986,,Installed GreenStuf R1.8 Roll Form 100mm m2,sqm
34007004,,Installed GreenStuf R2.2 Roll Form 150mm m2,sqm
34007022,,Installed GreenStuf R2.4 Roll Form 140mm m2,sqm
34007040,,Installed GreenStuf R2.6 Roll Form 140mm m2,sqm
34007058,,Installed GreenStuf R2.9 Roll Form 185mm m2,sqm
34007076,,Installed GreenStuf R3.2 Roll Form 190mm m2,sqm
34007094,,Installed GreenStuf R3.4 Roll Form 200mm m2,sqm
34010038,,Installed Pink FG Batts R4.6 Ultra Ceiling,sqm
34010064,,Installed Pink FG Batts R1.8 Wall,sqm
34010072,,Installed Pink FG Batts R2.2 Wall,sqm
34010074,,Installed Pink FG Batts R2.2 Narrow Wall,sqm
34010075,,Installed Pink FG Batts R2.4 Wall,sqm
34010076,,Installed Pink FG Batts R2.6 Ultra Wall,sqm
34010082,,Installed Pink FG Batts R2.8 Ultra Wall,sqm
34010083,,Pink Batts Wall R3.2 1140x580x140 9.9m2,sqm
34010084,,Pink Batts Wall R3.6 1140x580x140 7.3m2,sqm
34010085,,Pink Batts Wall R4.0 1140x580x140 5.3m2,sqm
34010096,,Installed Pink FG Batts R1.8 Ceiling,sqm
34010104,,Installed Pink FG Batts R2.2 Ceiling,sqm
34010112,,Installed Pink FG Batts R2.6 Ceiling,sqm
34010120,,Installed Pink FG Batts R3.2 Ceiling,sqm
34010128,,Installed Pink FG Batts R3.6 Ceiling,sqm
34010136,,Installed Pink FG Batts R4.0 Ultra Ceiling,sqm
34010140,,Installed Pink FG Batts R5.0 Ultra Ceiling,sqm
34010142,,Installed Pink Batts Silencer 75mm,sqm
34010144,,Installed Pink Batts Silencer 100mm,sqm
34010148,,Installed Pink Batts Silencer 150mm,sqm
34010202,,Installed BIB Pink 50mm 8x1.2m,sqm
34010210,,Installed BIB Pink 75mm 8x1.2m,sqm
34010226,,Installed BIB Yellow 50mm  20x1.2m,sqm
34010234,,Installed BIB Yellow 75mm  20x1.2m,sqm
34010366,,Installed FG Noise Cont Blank 50mm,sqm
34010374,,Installed Noise Cont Blank 75mm,sqm
34010382,,Installed FGlass Noise Control Block,sqm
34010390,,Installed FG Sound Barrier 580x432mm,sqm
34010540,,Installed Wool Line R1.7 Thermal Insultn,sqm
34010548,,Installed Wool Line R2.2 Thermal Insultn,sqm
34010556,,Installed Woolbloc R1.7 Wall,sqm
34010564,,Installed Woolbloc R2.2 Ceiling,sqm
34010686,,Installed Bradford Gold R1.8 Wall,sqm
34010694,,Installed Bradford Gold R2.2 Wall,sqm
34010698,,Installed Bradford Gold R2.6 Wall,sqm
34010702,,Installed Bradford Gold R2.8 Wall,sqm
34010720,,Installed Bradford Gold R1.8 Ceiling,sqm
34010722,,Installed Bradford Gold R2.2 Ceiling,sqm
34010730,,Installed Bradford Gold R2.7 Ceiling,sqm
34010738,,Installed Bradford Gold R3.2 Ceiling,sqm
34010746,,Installed Bradford Gold R3.6 Ceiling,sqm
34010754,,Installed Bradford Gold R4.0 Ceiling,sqm
34010762,,Installed Bradford Gold R5.0 Ceiling,sqm
34010768,,Installed Bradford Gold R6.0 Ceiling,sqm
34010776,,Installed Bradford Gold R2.0 Sound Screen,sqm
34010922,,Installed ThermaGold R2.1 C/Batts 80mm,sqm
34010930,,Installed ThermaGold R2.6 C/Batts 115mm,sqm
34010938,,Installed ThermaGold R3.1 C/Batts 140mm,sqm
34010946,,Installed ThermaGold R3.6 C/Batts 160mm,sqm
34010972,,Installed ThermaGold R1.9 W/Batts 80mm,sqm
34010980,,Installed ThermaGold R2.3 W/Batts 95mm,sqm
34010988,,Installed ThermaGold R1.2 Blanket Plain 50mm,sqm
34010996,,Installed ThermaGold R2.0 Blanket Plain 75mm,sqm
34011044,,Terra Lana TLCC R2.2 Ceiling 10.6m2/bale,bale
34011092,,Terra Lana TLCB R2.2 Ceiling 8.7m2/bale,bale
34011140,,Terra Lana TLCC R2.6 Ceiling 7.9m2/bale,bale
34011188,,Terra Lana TLCB R2.6 Ceiling 8.7m2/bale,bale
34011236,,Terra Lana TLCC R3.2 Ceiling 7.9 m2/bale,bale
34011284,,Terra Lana TLCB R3.2 Ceiling 8.7 m2/bale,bale
34011332,,Terra Lana TLCC R1.8 walls 13.22 m2/bale,bale
34011380,,Terra Lana TLCC R2.2  walls 13.22 m2/bale,bale
34011384,,Terra Lana Acoustic Chatterblock 580,bale
34011388,,Terra Lana Acoustic Chatterblock 1250,bale
34011392,,Terra Lana Acoust Infill Terra Nova 550,bale
34011428,,Terra Lana Floor Insulation m2,sqm
34011476,,Installed Terra Lana R2.2 Ceiling m2,sqm
34011524,,Installed Terra Lana R2.6 Ceiling m2,sqm
34011572,,Installed Terra Lana R3.2 Ceiling m2,sqm
34011620,,Installed Terra Lana R1.8 Walls m2,sqm
34011668,,Installed Terra Lana R2.2 Walls m2,sqm
34011678,,Installed Terra Lana Acoustic Chatterblock 580,sqm
34011688,,Installed Terra Lana Acoustic Chatterblock 1250,sqm
34011698,,Installed Terra Lana Acoust Infill Terra Nova 550,sqm
34015000,,Latitude Wool batts R3.6 150mm 8.3m2 ceiling,bale
34015010,,Latitude Wool batts R3.2 140mm 9.3m2 ceiling,bale
34015020,,Latitude Wool batts R2.6 115mm 11m2 ceiling,bale
34015030,,Latitude Wool batts R3.2 140mm 8.3m2 wall,bale
34015040,,Latitude Wool batts R2.5 95mm 9.1m2 wall,bale
34015050,,Latitude Wool batts R2.2 95mm 11m2 wall,bale
34015060,,Latitude Wool batts R3.2 140mm 8.8m2 wall,bale
34015070,,Latitude Wool batts R2.5 95mm 11.5m2 wall,bale
34015080,,Latitude Wool batts R2.2 95mm 14.2m2 wall,bale
34015090,,Latitude Wool batts R1.8 75mm 16.1m2 floor,bale
34015100,,Latitude Wool batts acoustic R2.2 95mm 95m2,bale
34015110,,Latitude Wool batts blanket R3.6 150mm 8.4m2,bale
34015120,,Latitude Wool batts blanket R3.2 140mm 9.6m2,bale
34015130,,Latitude Wool batts blanket R2.6 115mm 12m2,bale
34015140,,Latitude Wool batts blanket R2.5 95mm 12m2,bale
34015150,,Latitude Wool batts blanket R2.2 95mm 12m2,bale
34015160,,Installed Latitude Wool batts R3.6 150mm ceiling,sqm
34015170,,Installed Latitude Wool batts R3.2 140mm ceiling,sqm
34015180,,Installed Latitude Wool batts R2.6 115mm ceiling,sqm
34015190,,Installed Latitude Wool batts R3.2 140mm wall,sqm
34015200,,Installed Latitude Wool batts R2.5 95mm wall,sqm
34015210,,Installed Latitude Wool batts R2.2 95mm wall,sqm
34015220,,Installed Latitude Wool batts R1.8 75mm floor,sqm
34015230,,Installed Latitude Wool batts acoustic R2.2 95mm,sqm
34100000,RPTKCTP135018,Thermakraft Covertek 403  1350mmx25m (18.5m),roll
34100001,RPTKCTP135037,Thermakraft Covertek 403  1350mmx50m (37m),roll
34100002,,Bidim A12 - 3m x 50m,roll
34100003,RPTKCTP135055,Thermakraft Covertek 403  1350mmx75m (55.6m),roll
34100004,RPBA14250R,Bidim A14 - 2m x 50m,roll
34100005,RPTKCT125020,Thermakraft Covertek 405  1250mmx25m (20m),roll
34100006,,Bidim A14 - 4m x 50m,roll
34100007,,Thermakraft Covertek 405  1250mmx50m (40m),roll
34100008,,Bidim A14 - 6m x 50m,roll
34100009,,Thermakraft Covertek 407  1250mmx25m (20m),roll
34100010,,Bidim A14 - 2m x 175m,roll
34100011,,Thermakraft Covertek 407  1250mmx50m (40m),roll
34100012,,Bidim A14 - 4m x 175m,roll
34100013,,Masons Dry Fix DPC  50mmx30m,roll
34100014,,Bidim A14 - 6m x 175m,roll
34100015,,Bidim A19 - M2,sqm
34100016,RPBC51503R,Bidim A19 - 2m x 50m,roll
34100017,,Masons Dry Fix DPC  75mmx30m,roll
34100018,,Bidim A19 - 4m x 50m,roll
34100019,,Masons Dry Fix DPC  90mmx30m,roll
34100020,,Bidim A19 - 6m x 50m,roll
34100021,,Masons Dry Fix DPC  100mmx30m,roll
34100022,,Bidim A19 - 2m x 150m,roll
34100023,,Masons Dry Fix DPC  150mmx30m,roll
34100024,,Bidim A19 - 4m x 150m,roll
34100025,,Masons Dry Fix DPC  200mmx30m,roll
34100026,,Bidim A19 - 6m x 150m,roll
34100027,,Masons Dry Fix DPC  250mmx30m,roll
34100028,,Bidim A29 - 3m x 50m,roll
34100029,,Masons Dry Fix DPC  300mmx30m,roll
34100030,,Bidim A29 - 6m x 100m,roll
34100031,,Masons Dry Fix DPC  400mmx30m,roll
34100032,RPSI775910,Moistop 250 Concrete U/lay    4000mmx25m,roll
34100033,,Protecto Wall Membrane 900mm x 15m,roll
34100034,,Protecto Wall Membrane 750mm x 15m,roll
34100035,,Protecto Wall 100 Primer 4L ,pail
34100036,,Bidim A44 - 6m x 75m,roll
34100037,,Protecto Wall 100 Primer  20L,pail
34100038,,Bidim A49 - 6m x 50m,roll
34100039,,Protecto Wall Wrap Detail Tape 150mm x 15m,roll
34100040,,Bidim A64 - 6m x 50m,roll
34100041,,Protecto Wall 6000 Primer 4L ,pail
34100042,,Protecto Wall JS160 Mastic  310ml,tube
34100043,,Protecto Wall JS160 Mastic 4L ,tin
34100044,,Protecto Wall Pro-Drain 8  2.1mx1.2mx 0.6mm,sht
34100045,,Protecto Wall Pro-Drain 8  8.4mx1.2m 10.08cvr,roll
34100046,,Fastwrap  2740mmx18.5m 50m2,roll
34100047,RPFWWW274036,Fastwrap  2740mmx36.5m 100m2,roll
34100048,,Fastwrap 1370mmx36.5m 50m2,roll
34100049,,Thermakraft Vapor Shield-101 2130mmx47m (100m2),roll
34100050,,70mm DPC Supplied & Fitted,mtr
34100051,,90mm DPC Supplied & Fitted,mtr
34100052,,140mm DPC Supplied & Fitted,mtr
34100053,,190mm DPC Supplied & Fitted,mtr
34100054,,Thermakraft Watergate Wrap 2740mmx82m,roll
34100055,,Thermakraft Watergate Wrap 1370mmx50m,roll
34100056,,Thermakraft Watergate Wrap 1370mmx25m,roll
34100057,,Thermakraft Sonnix232 2740mmx36.5m 100m2,roll
34100058,,Thermakraft Sonnix232 2740mmx18.5m 50m2,roll
34100059,,Thermakraft Sonnix232 1370mmx55.6m 75m2,roll
34100060,,Thermakraft Sonnix232 1370mmx18.5m 25m2,roll
34100061,RPTKCS5005030,Thermakraft Cromford Supercourse 500   50mmx30m,roll
34100062,RPTKCS5007530,Thermakraft Cromford Supercourse 500   75mmx30m,roll
34100063,,Thermakraft Cromford Supercourse 500   90mmx30m,roll
34100064,,Thermakraft Cromford Supercourse 500  100mmx30m,roll
34100065,,Thermakraft Cromford Supercourse 500   150mmx30m,roll
34100066,,Thermakraft Cromford Supercourse 500   200mmx30m,roll
34100067,RPTKCS50025030,Thermakraft Cromford Supercourse 500   250mmx30m,roll
34100068,RPTKCS50030030,Thermakraft Cromford Supercourse 500   300mmx30m,roll
34100069,,Thermakraft Cromford Supercourse 500   1000mmx30m,roll
34100070,,Thermakraft Aluband Window Sealing Tape 75mmx25m ALU075025,roll
34100071,RPTKALU200025,Thermakraft Aluband Window Sealing Tape 200mmx25m ALU200025,roll
34100072,,Thermakraft Aluband Window Sealing Tape 150mmx10m ALU150010,roll
34100073,RPTKALU075025,Thermakraft Bulldog Window Sealing Tape 75mmx25m TKBG07525,roll
34100074,RPTKALU150025,Thermakraft Bulldog Window Sealing Tape 150mmx25m TKBG15025,roll
34100075,RPTKALU200025,Thermakraft Bulldog Window Sealing Tape 200mmx25m TKBG20025,roll
34100076,,Corflute 900x600x 3mm,sht
34100077,,Corflute 900x1200x 3mm,sht
34100078,,Corflute 900x1800x 3mm,sht
34100079,,Corflute 1830x1220x 3mm,sht
34100080,,Corflute 2440x1220x 3mm,sht
34100081,,Corflute 900x600x 5mm,sht
34100082,,Corflute 900x1200x 5mm,sht
34100083,,Corflute 1830x1220x 5mm,sht
34100084,,Corflute 2440x1220x 5mm,sht
34100085,,Corflute 2700x1225x 5mm,sht
34100086,,Corflute 2440x1220x 6mm,sht
34100087,,Corflute 2440x1220x 8mm,sht
34100088,,Corflute 1830x1220x 3.3mm,sht
34100089,,Protecto Super-Stick Tape 75mm x 23m,roll
34100090,,Protecto Super-Stick Tape 150mm x 23m,roll
34100091,RPMWSUPST200,Protecto Super-Stick Tape 200mm x 23m,roll
34100640,,Polyband Strapping 12mm x 1000m   019624,roll
34100704,,Polyband Strapping 19mmx300m,roll
34100768,,Polyprop Strapping Handy Pk Dispens 300m,each
34100832,,HD Hand Strap    19mm Black 1000m 834100,roll
34100896,,Strapping Builders Economy Pack 1000m,each
34100960,,Danband LD Hand Strap    12mm Blue 1000m,roll
34101024,,Danband LD Hand Strap    19mm Blue  300m,roll
34101088,,Danband LD Hand Strap    19mm Blue 1000m,roll
34101090,,Thermakraft Plastic Corner Moulded Piece,each
34101092,,Thermakraft Plastic Corner Moulded Piece 50pkt,each
34101094,,Thermakraft 150mm x10m Window Sill Tape Grey Butyl,roll
34101098,,T/Kraft 50mm x10m Window Sealing Tape Grey Butyl,roll
34101103,,Gib Framegard G3  2740mmx37m,roll
34101104,,Gib Framegard G3  2740mmx73m,roll
34101105,,Gib Framegard G3  1370mmx73m,roll
34101122,,Tyvek FlexWrap 175mm x 22.8m,roll
34101124,,Tyvek FlexWrap 200mm x 22.8m,roll
34101126,,Tyvek Contractor Tape  48mm x 45m,roll
34101152,,Build Paper Tyvek 82m2        2743mmx30m,roll
34101154,,Thermakraft Cover up     2740mmx36.5m,roll
34101156,,Thermakraft Cover up B Paper 2740mmx27.5m,roll
34101158,,Thermakraft Cover up B Paper 2740mmx18.5m,roll
34101160,,Thermakraft Cover up B Paper 1370mmx73m,roll
34101162,,Thermakraft Cover up B Paper 1370mmx36.5m,roll
34101164,,Thermakraft Cover up B Paper 1370mmx18.5m,roll
34101166,,Thermakraft Watergate Wrap 82m2    2740mmx30m,roll
34101168,,Thermakraft Watergate Wrap 1370mmx37m,roll
34101172,,Thermakraft CARTERS Cover up B Paper 1370mmx73m,roll
34101176,,Thermakraft CARTERS Cover up B Paper 2740mmx36.5m,roll
34101180,,Thermakraft ITM Cover up B Paper 1370mmx73m,roll
34101182,,Thermakraft ITM Cover up B Paper 2740mmx36.5m,roll
34101188,,JH Protek Building Wrap PBW  2743mmx45.7m,roll
34101190,,Thermakraft Diflex 130 B Paper 2740mmx18.5m,roll
34101192,,Thermakraft Diflex 130 B Paper 1370mmx55.0m,roll
34101194,,Thermakraft Diflex 130 B Paper 2740mmx36.5m,roll
34101196,,Thermakraft Diflex 130 B Paper 1370mmx30.0m,roll
34101216,,Build Paper Bituminous Std Wt 1250mmx20m,roll
34101218,,Thermakraft 210 Std Wt B Paper 1340mmx19m,roll
34101280,,Build Paper Bituminous Std Wt 1250mmx40m,roll
34101282,,Thermakraft 210 Std Wt B Paper 1340mmx37.5m,roll
34101344,,Build Paper Bituminous Std Wt 1250mmx80m,roll
34101348,,Thermakraft 210 Std Wt B Paper 1340mmx75m,roll
34101350,,Thermakraft 210 Std Wt B Paper 1000mmx100m,roll
34101352,,Thermakraft 210 Std Wt B Paper 1000mmx50m,roll
34101354,,Thermakraft 210 Std Wt B Paper 1000mmx25m,roll
34101408,,Build Paper Bituminous Std Wt 1370mmx73m,roll
34101472,,Build Paper Bituminous Hvy Wt 1250mmx40m,roll
34101474,,Thermakraft 213 Hvy Wt B Paper 1370mmx18.5m,roll
34101536,,Build Paper Bituminous Hvy Wt 1250mmx80m,roll
34101538,,Thermakraft 213 Hvy Wt B Paper 1370mmx36.5m,roll
34101600,,Build Paper Bituminous Hvy Wt 1370mmx73m,roll
34101602,,Thermakraft 213 Hvy Wt B Paper 1370mmx73m,roll
34101608,,Build Paper Bituminous Hvy Wt 1370mmx37m,roll
34101664,,Flamestop 650 Build Paper     1250mmx40m,roll
34101668,,Thermakraft F.R 350 B Paper 1340mmx75m,roll
34101728,,Flamestop 650 Build Paper     1250mmx80m,roll
34101730,,Thermakraft F.R 350 B Paper 1340mmx37.5m,roll
34101750,,Flamestop 650 Build Paper     1370mmx36.5m,roll
34101754,,Flamestop 650 Build Paper     1370mmx73m,roll
34101760,,Flamestop 651 Build Paper     1370mmx73m,roll
34101792,,Flamestop 660 Build Paper     1250mmx40m,roll
34101796,,Thermakraft F.R 350 B Paper 1340mmx19m,roll
34101798,,Flamestop 670 Build Paper     1250mmx40m,roll
34101800,,Flamestop 670 Build Paper     1250mmx80m,roll
34101856,,Build Paper G/wrap Std Wt FR  1250mmx40m,roll
34101920,,Build Paper G/wrap Std Wt FR  1250mmx80m,roll
34101980,,Build Paper G/wrap Std Wt FR  1370mmx36.5m,roll
34101984,,Build Paper G/wrap Std Wt FR  1370mmx73m,roll
34102048,,Build Paper G/wrap Hvy Wt FR  1250mmx80m,roll
34102106,,Build Paper G/wrap Hvy Wt FR  1370mmx36.5m,roll
34102112,,Build Paper G/wrap Hvy Wt FR  1370mmx73m,roll
34102176,,Roof U/lay Bituminous       1200mmx16.7m,roll
34102178,,Thermakraft 215 SS Roof Underlay  1250mmx20m,roll
34102236,,Roof U/lay Bituminous SS    1250mmx40.0m,roll
34102240,,Roof U/lay Bituminous SS    1200mmx33.3m,roll
34102244,RPTK215SRU1240,Thermakraft 215 SS Roof Underlay  1250mmx40m,roll
34102304,,Roof U/lay Bituminous SS   1270mmx35.5m,roll
34102308,,Thermakraft F.R 368 SS Roof Underlay 1340mmx40m,roll
34102368,,Roof U/lay Greencap SS FR   1350mmx37.1m,roll
34102396,,Bitumac 360 underlay 1250x40,roll
34102400,,Bitumac 850 Build Paper Std Wt 100mmx25m,roll
34102402,,Bitumac 860 underlay 1250x40,roll
34102404,,Bitumac 850 Build Paper Std Wt 1370mmx36.5m,roll
34102408,,Bitumac 850 Build Paper Std Wt 1370mmx73m,roll
34102412,,Bitumac 851 Build Paper Hvy Wt 1370mmx36.5m,roll
34102416,,Bitumac 851 Build Paper Hvy Wt 1370mmx73m,roll
34102432,,Duroid Shingle/Shake U/layment 600mmx32m,roll
34102440,,Tekton Building Wrap 2740mmx37m,roll
34102442,RPMWTEKW2740,Tekton Building Wrap 1370mmx74m,roll
34102496,,Dampcourse     2 Ply     50mmx20m,roll
34102560,,Dampcourse     2 Ply     75mmx20m,roll
34102624,,Dampcourse     2 Ply     90mmx20m,roll
34102688,,Dampcourse     2 Ply    100mmx20m,roll
34102752,,Dampcourse     2 Ply    110mmx20m,roll
34102816,,Dampcourse     2 Ply    125mmx20m,roll
34102880,,Dampcourse     2 Ply    150mmx20m,roll
34102944,,Dampcourse     2 Ply    200mmx20m,roll
34103008,,Dampcourse     2 Ply    225mmx20m,roll
34103072,,Dampcourse     2 Ply    250mmx20m,roll
34103136,,Dampcourse     2 Ply    300mmx20m,roll
34103152,,Sup: 34100061 Thermakraft Cromford Supercourse 500   50mmx20m,roll
34103154,,Gib Damp-A-Thene Weatherseal   50mmx20m,roll
34103156,,Sup: 34100062 Thermakraft Cromford Supercourse 500   75mmx20m,roll
34103158,,Gib Damp-A-Thene Weatherseal   75mmx20m,roll
34103160,,Sup: 34100063 Thermakraft Cromford Supercourse 500   90mmx20m,roll
34103162,,Gib Damp-A-Thene Weatherseal   90mmx20m,roll
34103164,,Sup: 34100064 Thermakraft Cromford Supercourse 500  100mmx20m,roll
34103166,,Gib Damp-A-Thene Weatherseal   100mmx20m,roll
34103168,,Sup: 34100065 Thermakraft Cromford Supercourse 500   150mmx20m,roll
34103170,,Gib Damp-A-Thene Weatherseal   150mmx20m,roll
34103172,,Sup: 34100066 Thermakraft Cromford Supercourse 500   200mmx20m,roll
34103174,,Gib Damp-A-Thene Weatherseal   200mmx20m,roll
34103176,,Sup: 34100067 Thermakraft Cromford Supercourse 500   250mmx20m,roll
34103178,,Gib Damp-A-Thene Weatherseal   250mmx20m,roll
34103180,,Sup: 34100068 Thermakraft Cromford Supercourse 500   300mmx20m,roll
34103182,,Gib Damp-A-Thene Weatherseal   300mmx20m,roll
34103184,,Thermakraft Cromford Supercourse 500   400mmx20m,roll
34103188,,Thermakraft Cromford Supercourse 500   500mmx20m,roll
34103192,,Sup: 34100069 Thermakraft Cromford Supercourse 500   1000mmx20m,roll
34103200,,Malthoid       2 Ply   1000mmx20m,roll
34103264,,Malthoid       3 Ply   1000mmx20m,roll
34103328,,Liquid Butynol Black                  1l,each
34103392,,Ultrathane Concrete U/lay     2000mmx25m,roll
34103456,,Ultrathane Concrete U/lay     2000mmx50m,roll
34103508,,Moistop 150 2000x50,roll
34103566,,Bidim A24/50 Filter Cloth  4000mm p/mtr,mtr
34103568,,Bidim A19 m2,sqm
34103570,,Bidim A14 m2,sqm
34103648,,Moistop 737 Concrete U/lay      1350x37m,roll
34103716,,Sup:34100032 - Moistop 759  4000mmx25m,roll
34103770,,Dampgard Concrete U/lay    4000mm p/mtr,mtr
34103776,,Dampgard Concrete U/lay       4000mmx25m,roll
34103840,,Dampgard Concrete U/lay       4000mmx50m,roll
34103932,,FrameFlash FlashTape 150mm x 10m,roll
34103934,RPTKALU150025,FrameFlash FlashTape 150mm x 25m,roll
34103936,RPTKALU200025,FrameFlash FlashTape 200mm x 25m,roll
34104008,,Protecto Tak Primer 460g,can
34104010,,Protecto Tak Spray Adhesive 460g,can
34104016,,Protecto 80 Primer 1l,can
34104024,,Protecto 80 Primer 4l,can
34104064,,Protecto Tape 75mm x 30m,roll
34104096,,Protecto Tape 150mm x 30m,roll
34104122,,Protecto Tape 300mm x 30m,roll
34104148,,Protecto Tape 400mm x 30m,roll
34104186,,Protecto Tape 600mm x 30m,roll
34104224,,Protecto Tape 900mm x 30m,roll
34104368,,Protecto Detail Tape JS500 150mm x 15m,roll
34104420,,Protecto Sill Tape BT20XL 150mm x 30m,roll
34104442,,Protecto Premium Energy Sill Sealer 88mm x 7.5m,roll
34104464,,Protecto Head Flashing Tape BT20XL 50mm x 30m,roll
34106604,,Thermakraft Aluband Window Sealing Tape 150mmx25m ALU150025,roll
34106622,,Thermakraft Aluband Window Sealing Tape 50mmx25m,roll
34200000,,Thermabar 822 Perf Foil Hvy Wght 1340x56,roll
34200084,,Thermabar 811 Perf Foil Std Wght 1340 x 19,roll
34200088,,Thermabar 811 Perf Foil Std Wght 1340 x 37.5,roll
34200092,,Thermabar 811 Perf Foil Std Wght 1340 x 56,roll
34200096,,Thermabar 811 Perf Foil Std Wght 1340 x 75,roll
